vorfall,id,wochentag,dauer,kategorie,jahr,monat,datum,linie,vorfall_text,stoerungsart,meldung,start,ende,linienbezeichnung
Kundgebung_oder_Veranstaltung,293,Samstag,50,low,2015,5,23.05.15,11,Kundgebung oder Veranstaltung,Geplante Stoerung,23.05.2015 15:51 Uhr: Auf den Linien 11 und 20 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.05.15 15:51,23.05.15 16:41,Holligen - Neufeld P+R
Kundgebung_oder_Veranstaltung,294,Samstag,50,low,2015,5,23.05.15,11,Kundgebung oder Veranstaltung,Geplante Stoerung,23.05.2015 15:51 Uhr: Auf den Linien 11 und 20 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.05.15 15:51,23.05.15 16:41,Holligen - Neufeld P+R
Kundgebung_oder_Veranstaltung,295,Samstag,50,low,2015,5,23.05.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,23.05.2015 15:51 Uhr: Auf den Linien 11 und 20 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.05.15 15:51,23.05.15 16:41,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,296,Samstag,50,low,2015,5,23.05.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,23.05.2015 15:51 Uhr: Auf den Linien 11 und 20 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.05.15 15:51,23.05.15 16:41,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,297,Samstag,58,low,2015,5,23.05.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,23.05.2015 15:51 Uhr: Auf der Linie 20 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.05.15 15:51,23.05.15 16:48,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,298,Samstag,58,low,2015,5,23.05.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,23.05.2015 15:51 Uhr: Auf der Linie 20 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.05.15 15:51,23.05.15 16:48,Bern Bahnhof - Wankdorf Bahnhof
Verkehrsueberlastung,299,Dienstag,103,low,2015,5,26.05.15,6,Verkehrsueberlastung,Stoerung,Auf den Linien 6 7 8 19 und 28 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 26.05.2015 ca. 19:30 Uhr.,26.05.15 17:47,26.05.15 19:30,Fischermätteli - Worb Dorf
Verkehrsueberlastung,300,Dienstag,103,low,2015,5,26.05.15,7,Verkehrsueberlastung,Stoerung,Auf den Linien 6 7 8 19 und 28 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 26.05.2015 ca. 19:30 Uhr.,26.05.15 17:47,26.05.15 19:30,Bümpliz - Ostring
Verkehrsueberlastung,301,Dienstag,103,low,2015,5,26.05.15,8,Verkehrsueberlastung,Stoerung,Auf den Linien 6 7 8 19 und 28 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 26.05.2015 ca. 19:30 Uhr.,26.05.15 17:47,26.05.15 19:30,Brünnen Westside Bahnhof - Saali
Verkehrsueberlastung,302,Dienstag,103,low,2015,5,26.05.15,19,Verkehrsueberlastung,Stoerung,Auf den Linien 6 7 8 19 und 28 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 26.05.2015 ca. 19:30 Uhr.,26.05.15 17:47,26.05.15 19:30,Blinzern - Elfenau
Verkehrsueberlastung,303,Mittwoch,51,low,2015,5,27.05.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen.,27.05.15 17:53,27.05.15 18:44,Köniz Schliern - Ostermundigen Rüti
Ersatzfahrten_und_Kursausfaelle,304,Donnerstag,612,medium,2015,5,28.05.15,7,Ersatzfahrten und Kursausfaelle,Geplante Stoerung,28.05.2015 08:23 Uhr: Auf der Linie 7 fahren auf der Strecke Europaplatz-Buempliz-Europaplatz Tramersatzbusse. Die Trams fahren als Linie 8 nach Holenacker. Dauer: bis ca. Freitag 5. Juni 2015,28.05.15 08:23,02.06.15 16:35,Bümpliz - Ostring
Verkehrsunfall,305,Freitag,113,low,2015,5,29.05.15,9,Verkehrsunfall,Geplante Stoerung,29.05.2015 16:10 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 2h.,29.05.15 16:10,29.05.15 18:03,Wabern - Wankdorf Bahnhof
Verkehrsunfall,306,Freitag,113,low,2015,5,29.05.15,9,Verkehrsunfall,Geplante Stoerung,29.05.2015 16:10 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 2h.,29.05.15 16:10,29.05.15 18:03,Wabern - Wankdorf Bahnhof
Verkehrsunfall,307,Freitag,10,verylow,2015,5,29.05.15,9,Verkehrsunfall,Geplante Stoerung,29.05.2015 16:21 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls die Strecke zwischen Bern Bahnhof - Wabern - Bern Bahnhof unterbrochen. Dauer: unbestimmt.,29.05.15 16:23,29.05.15 16:32,Wabern - Wankdorf Bahnhof
Verkehrsunfall,308,Freitag,10,verylow,2015,5,29.05.15,9,Verkehrsunfall,Geplante Stoerung,29.05.2015 16:21 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls die Strecke zwischen Bern Bahnhof - Wabern - Bern Bahnhof unterbrochen. Dauer: unbestimmt.,29.05.15 16:23,29.05.15 16:32,Wabern - Wankdorf Bahnhof
Verkehrsunfall,309,Freitag,64,low,2015,5,29.05.15,9,Verkehrsunfall,Geplante Stoerung,29.05.2015 16:33 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls die Strecke zwischen Bern Bahnhof und Wabern via Weissenbuehl umgeleitet. Die Haltestellen: Monbijou Sulgenau und Wander werden nicht bedient.,29.05.15 16:35,29.05.15 17:38,Wabern - Wankdorf Bahnhof
Verkehrsunfall,310,Freitag,64,low,2015,5,29.05.15,9,Verkehrsunfall,Geplante Stoerung,29.05.2015 16:33 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls die Strecke zwischen Bern Bahnhof und Wabern via Weissenbuehl umgeleitet. Die Haltestellen: Monbijou Sulgenau und Wander werden nicht bedient.,29.05.15 16:35,29.05.15 17:38,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,311,Freitag,320,medium,2015,5,29.05.15,9,Kundgebung oder Veranstaltung,Stoerung,Auf der Linie 9 ist infolge einer Veranstaltung die Strecke zwischen Guisanplatz Expo und Wankdorf Bahnhof nicht bedient. Dauer: bis 29.05.2015 ca. 23:50 Uhr.,29.05.15 18:30,29.05.15 23:50,Wabern - Wankdorf Bahnhof
Verkehrsueberlastung,312,Montag,109,low,2015,6,01.06.15,19,Verkehrsueberlastung,Geplante Stoerung,01.06.2015 17:05 Uhr: Auf der Linie 19 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,01.06.15 17:06,01.06.15 18:54,Blinzern - Elfenau
Verkehrsueberlastung,313,Montag,58,low,2015,6,01.06.15,10,Verkehrsueberlastung,Geplante Stoerung,01.06.2015 17:52 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,01.06.15 17:55,01.06.15 18:53,Köniz Schliern - Ostermundigen Rüti
Ersatzfahrten_und_Kursausfaelle,314,Dienstag,766,high,2015,6,02.06.15,7,Ersatzfahrten und Kursausfaelle,Geplante Stoerung,28.05.2015 08:23 Uhr: Auf der Linie 7 fahren auf der Strecke Europaplatz-Buempliz-Europaplatz Tramersatzbusse. Die Trams fahren als Linie 8 nach Holenacker. Dauer: bis Mittwoch Abend Betriebsschluss,02.06.15 16:38,04.06.15 05:00,Bümpliz - Ostring
Sonstige_Stoerungen,315,Donnerstag,692,medium,2015,6,04.06.15,7,Sonstige Stoerungen,Stoerung,Die Linie 7 faehrt wieder im Normalbetrieb durchgehend nach Buempliz.,04.06.15 06:32,04.06.15 18:03,Bümpliz - Ostring
Fahrzeugpanne,316,Donnerstag,59,low,2015,6,04.06.15,6,Fahrzeugpanne,Geplante Stoerung,04.06.2015 08:22 Uhr: Auf den Linien 6 7 und 8 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,04.06.15 08:22,04.06.15 09:21,Fischermätteli - Worb Dorf
Fahrzeugpanne,317,Donnerstag,59,low,2015,6,04.06.15,7,Fahrzeugpanne,Geplante Stoerung,04.06.2015 08:22 Uhr: Auf den Linien 6 7 und 8 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,04.06.15 08:22,04.06.15 09:21,Bümpliz - Ostring
Fahrzeugpanne,318,Donnerstag,59,low,2015,6,04.06.15,8,Fahrzeugpanne,Geplante Stoerung,04.06.2015 08:22 Uhr: Auf den Linien 6 7 und 8 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,04.06.15 08:22,04.06.15 09:21,Brünnen Westside Bahnhof - Saali
Sonstige_Stoerungen,319,Donnerstag,422,medium,2015,6,04.06.15,7,Sonstige Stoerungen,Stoerung,Die Linie 7 faehrt wieder im Normalbetrieb durchgehend bis Buempliz.,04.06.15 12:18,13.06.15 15:43,Bümpliz - Ostring
Verkehrsueberlastung,320,Donnerstag,119,low,2015,6,04.06.15,160,Verkehrsueberlastung,Geplante Stoerung,04.06.2015 17:15 Uhr: Auf der Linie 160 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 2h.,04.06.15 17:15,04.06.15 19:13,Konolfingen - Belp
Verkehrsueberlastung,321,Freitag,65,low,2015,6,05.06.15,160,Verkehrsueberlastung,Geplante Stoerung,05.06.2015 17:32 Uhr: Auf der Linie 160 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,05.06.15 17:32,05.06.15 18:36,Konolfingen - Belp
Fahrzeugpanne,322,Montag,44,low,2015,6,08.06.15,6,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne im Kocherpark wenden die Trams von den Endstationen Worb Saali und Ostring beim Bahnhof Bern. Zur Zeit kein Ersatzbetrieb Richtung Bruennen Buempliz und Fischermaetteli moeglich. Ab Fischermaetteli bitte Linie 17 benuetzen.,08.06.15 15:16,08.06.15 16:00,Fischermätteli - Worb Dorf
Fahrzeugpanne,323,Montag,44,low,2015,6,08.06.15,7,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne im Kocherpark wenden die Trams von den Endstationen Worb Saali und Ostring beim Bahnhof Bern. Zur Zeit kein Ersatzbetrieb Richtung Bruennen Buempliz und Fischermaetteli moeglich. Ab Fischermaetteli bitte Linie 17 benuetzen.,08.06.15 15:16,08.06.15 16:00,Bümpliz - Ostring
Fahrzeugpanne,324,Montag,44,low,2015,6,08.06.15,8,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne im Kocherpark wenden die Trams von den Endstationen Worb Saali und Ostring beim Bahnhof Bern. Zur Zeit kein Ersatzbetrieb Richtung Bruennen Buempliz und Fischermaetteli moeglich. Ab Fischermaetteli bitte Linie 17 benuetzen.,08.06.15 15:16,08.06.15 16:00,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,325,Montag,60,low,2015,6,08.06.15,3,Fahrzeugpanne,Stoerung,Auf der Linie 3 ist infolge einer Fahrzeugpanne der Betrieb eingestellt.,08.06.15 15:17,08.06.15 16:17,Bern Bahnhof - Weissenbühl
Fahrzeugpanne,326,Montag,45,low,2015,6,08.06.15,6,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne wenden die Trams aus dem Osten beim Bahnhof Bern. Richtung Westen wird ein Ersatzbetrieb mit Bussen eingerichtet. Linie 6 Richtung Fischermaetteli bitte die Linie 17 benuetzen.,08.06.15 15:44,08.06.15 16:28,Fischermätteli - Worb Dorf
Fahrzeugpanne,327,Montag,45,low,2015,6,08.06.15,7,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne wenden die Trams aus dem Osten beim Bahnhof Bern. Richtung Westen wird ein Ersatzbetrieb mit Bussen eingerichtet. Linie 6 Richtung Fischermaetteli bitte die Linie 17 benuetzen.,08.06.15 15:44,08.06.15 16:28,Bümpliz - Ostring
Fahrzeugpanne,328,Montag,45,low,2015,6,08.06.15,8,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne wenden die Trams aus dem Osten beim Bahnhof Bern. Richtung Westen wird ein Ersatzbetrieb mit Bussen eingerichtet. Linie 6 Richtung Fischermaetteli bitte die Linie 17 benuetzen.,08.06.15 15:44,08.06.15 16:28,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,329,Montag,46,low,2015,6,08.06.15,3,Fahrzeugpanne,Stoerung,Infolge Fahrzeugpanne wurde die Linie 3 eingestellt.,08.06.15 15:44,08.06.15 16:29,Bern Bahnhof - Weissenbühl
Betriebsstoerung,330,Dienstag,5,verylow,2015,6,09.06.15,11,Betriebsstoerung,Geplante Stoerung,09.06.2015 08:15 Uhr: Auf der Linie 11 ist infolge einer Betriebsstoerung die Strecke zwischen Bern Bahnhof - Neufeld P+R - Bern Bahnhof unterbrochen. Dauer: ca. 1h.,09.06.15 08:15,09.06.15 08:20,Holligen - Neufeld P+R
Betriebsstoerung,331,Dienstag,5,verylow,2015,6,09.06.15,11,Betriebsstoerung,Geplante Stoerung,09.06.2015 08:15 Uhr: Auf der Linie 11 ist infolge einer Betriebsstoerung die Strecke zwischen Bern Bahnhof - Neufeld P+R - Bern Bahnhof unterbrochen. Dauer: ca. 1h.,09.06.15 08:15,09.06.15 08:20,Holligen - Neufeld P+R
Verkehrsunfall,332,Donnerstag,53,low,2015,6,11.06.15,7,Verkehrsunfall,Geplante Stoerung,11.06.2015 14:52 Uhr: Auf den Linien 7 und 8 ist infolge eines Unfalls die Strecke zwischen Bern Bahnhof und Buempliz Unterfuehrung nicht bedient. Es wird ein Tramersatz aufgeboten. Die Strecke Buempliz -Unterfuehrung und Bruennen Westside- Unterfuehrung wird normal bedient. Dauer: ca. 1h.,11.06.15 14:55,11.06.15 15:47,Bümpliz - Ostring
Verkehrsunfall,333,Donnerstag,53,low,2015,6,11.06.15,8,Verkehrsunfall,Geplante Stoerung,11.06.2015 14:52 Uhr: Auf den Linien 7 und 8 ist infolge eines Unfalls die Strecke zwischen Bern Bahnhof und Buempliz Unterfuehrung nicht bedient. Es wird ein Tramersatz aufgeboten. Die Strecke Buempliz -Unterfuehrung und Bruennen Westside- Unterfuehrung wird normal bedient. Dauer: ca. 1h.,11.06.15 14:55,11.06.15 15:47,Brünnen Westside Bahnhof - Saali
Verkehrsueberlastung,334,Montag,45,low,2015,6,15.06.15,160,Verkehrsueberlastung,Stoerung,Auf der Linie 160 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 15.06.2015 ca. 08:30 Uhr.,15.06.15 07:15,15.06.15 08:00,Konolfingen - Belp
Verkehrsueberlastung,335,Montag,80,low,2015,6,15.06.15,160,Verkehrsueberlastung,Stoerung,Auf der Linie 160 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt,15.06.15 08:01,15.06.15 09:20,Konolfingen - Belp
Verkehrsueberlastung,336,Montag,107,low,2015,6,15.06.15,20,Verkehrsueberlastung,Geplante Stoerung,15.06.2015 17:00 Uhr: Auf der Linie 20 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 2h.,15.06.15 17:00,15.06.15 18:46,Bern Bahnhof - Wankdorf Bahnhof
Verkehrsueberlastung,337,Montag,107,low,2015,6,15.06.15,20,Verkehrsueberlastung,Geplante Stoerung,15.06.2015 17:00 Uhr: Auf der Linie 20 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 2h.,15.06.15 17:00,15.06.15 18:46,Bern Bahnhof - Wankdorf Bahnhof
Verkehrsueberlastung,338,Montag,43,low,2015,6,15.06.15,10,Verkehrsueberlastung,Geplante Stoerung,15.06.2015 18:00 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,15.06.15 18:00,15.06.15 18:42,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,339,Dienstag,60,low,2015,6,16.06.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 16.06.2015 ca. 18:52 Uhr.,16.06.15 17:52,16.06.15 18:52,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,340,Mittwoch,59,low,2015,6,17.06.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 17.06.2015 ca. 18:32 Uhr.,17.06.15 17:33,17.06.15 18:32,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,341,Mittwoch,38,low,2015,6,17.06.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 17.06.2015 ca. 18:32 Uhr.,17.06.15 17:55,17.06.15 18:33,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,342,Samstag,411,medium,2015,6,20.06.15,9,Kundgebung oder Veranstaltung,Stoerung,Auf der Linie 9 ist am 20.06.2015 von ca. 12:00 bis ca. 20:30 infolge Tour de Suisse mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,20.06.15 12:00,20.06.15 18:50,Wabern - Wankdorf Bahnhof
Verkehrsueberlastung,343,Donnerstag,81,low,2015,6,18.06.15,10,Verkehrsueberlastung,Geplante Stoerung,18.06.2015 17:40 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: ca. 1h.,18.06.15 17:40,18.06.15 19:00,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,344,Samstag,390,medium,2015,6,20.06.15,3,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 3 16 und 17 ist am 20.06.2015 von ca. 12:00 bis ca. 18:30 infolge Tour de Suisse ein Betriebsunterbruch.,20.06.15 12:00,20.06.15 18:30,Bern Bahnhof - Weissenbühl
Kundgebung_oder_Veranstaltung,345,Samstag,390,medium,2015,6,20.06.15,17,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 3 16 und 17 ist am 20.06.2015 von ca. 12:00 bis ca. 18:30 infolge Tour de Suisse ein Betriebsunterbruch.,20.06.15 12:00,20.06.15 18:30,Bern Bahnhof - Köniz Weiermatt
Kundgebung_oder_Veranstaltung,346,Sonntag,542,medium,2015,6,21.06.15,3,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 3 und 17 istam 21.06.2015 von ca. 8:30 bis ca. 18:15 infolge Tour de Suisse ein Betriebsunterbruch.,21.06.15 08:30,22.06.15 17:08,Bern Bahnhof - Weissenbühl
Kundgebung_oder_Veranstaltung,347,Sonntag,542,medium,2015,6,21.06.15,17,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 3 und 17 istam 21.06.2015 von ca. 8:30 bis ca. 18:15 infolge Tour de Suisse ein Betriebsunterbruch.,21.06.15 08:30,22.06.15 17:08,Bern Bahnhof - Köniz Weiermatt
Betriebsstoerung,348,Freitag,41,low,2015,6,19.06.15,6,Betriebsstoerung,Geplante Stoerung,19.06.2015 14:14 Uhr: Auf den Linien 6 7 und 8 ist infolge einer Betriebsstoerung mit unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,19.06.15 14:15,19.06.15 14:55,Fischermätteli - Worb Dorf
Betriebsstoerung,349,Freitag,41,low,2015,6,19.06.15,7,Betriebsstoerung,Geplante Stoerung,19.06.2015 14:14 Uhr: Auf den Linien 6 7 und 8 ist infolge einer Betriebsstoerung mit unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,19.06.15 14:15,19.06.15 14:55,Bümpliz - Ostring
Betriebsstoerung,350,Freitag,41,low,2015,6,19.06.15,8,Betriebsstoerung,Geplante Stoerung,19.06.2015 14:14 Uhr: Auf den Linien 6 7 und 8 ist infolge einer Betriebsstoerung mit unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,19.06.15 14:15,19.06.15 14:55,Brünnen Westside Bahnhof - Saali
Kundgebung_oder_Veranstaltung,351,Samstag,76,low,2015,6,20.06.15,20,Kundgebung oder Veranstaltung,Stoerung,Die Linie 20 ist infolge der Tour de Suisse auf der Strecke zwischen Breitfeld und Wyler frueher als geplant umgeleitet. Dauer: bis 20.06.2015 ca. 18:30Uhr.,20.06.15 10:44,20.06.15 12:00,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,352,Samstag,76,low,2015,6,20.06.15,20,Kundgebung oder Veranstaltung,Stoerung,Die Linie 20 ist infolge der Tour de Suisse auf der Strecke zwischen Breitfeld und Wyler frueher als geplant umgeleitet. Dauer: bis 20.06.2015 ca. 18:30Uhr.,20.06.15 10:44,20.06.15 12:00,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,353,Sonntag,79,low,2015,6,21.06.15,9,Kundgebung oder Veranstaltung,Geplante Stoerung,21.06.2015 18:22 Uhr: Auf der Linie 9 ist infolge einer Veranstaltung die Strecke zwischen Guisanplatz Expo und Wankdorf Bahnhof unterbrochen. Dauer: ca. 45 Min.,21.06.15 18:23,21.06.15 19:41,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,354,Sonntag,79,low,2015,6,21.06.15,9,Kundgebung oder Veranstaltung,Geplante Stoerung,21.06.2015 18:22 Uhr: Auf der Linie 9 ist infolge einer Veranstaltung die Strecke zwischen Guisanplatz Expo und Wankdorf Bahnhof unterbrochen. Dauer: ca. 45 Min.,21.06.15 18:23,21.06.15 19:41,Wabern - Wankdorf Bahnhof
Bauarbeiten,355,Montag,121,medium,2015,6,22.06.15,10,Bauarbeiten,Stoerung,Auf der Linie 10 ist infolge Belagsarbeiten zwischen Koeniz Schliern und Koeniz Schloss auf der ganzen Linie mit Verspaetungen und Kursausfaellen zu rechnen.,22.06.15 07:40,22.06.15 09:41,Köniz Schliern - Ostermundigen Rüti
Polizei_Feuerwehr_Sanitaet,356,Montag,32,low,2015,6,22.06.15,6,Polizei und Rettung,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge eines Feuerwehreinsatzes in der Marktgasse mit unregelmaessigem Betrieb zu rechnen.,22.06.15 09:06,22.06.15 09:37,Fischermätteli - Worb Dorf
Polizei_Feuerwehr_Sanitaet,357,Montag,32,low,2015,6,22.06.15,7,Polizei und Rettung,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge eines Feuerwehreinsatzes in der Marktgasse mit unregelmaessigem Betrieb zu rechnen.,22.06.15 09:06,22.06.15 09:37,Bümpliz - Ostring
Polizei_Feuerwehr_Sanitaet,358,Montag,32,low,2015,6,22.06.15,8,Polizei und Rettung,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge eines Feuerwehreinsatzes in der Marktgasse mit unregelmaessigem Betrieb zu rechnen.,22.06.15 09:06,22.06.15 09:37,Brünnen Westside Bahnhof - Saali
Polizei_Feuerwehr_Sanitaet,359,Montag,32,low,2015,6,22.06.15,9,Polizei und Rettung,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge eines Feuerwehreinsatzes in der Marktgasse mit unregelmaessigem Betrieb zu rechnen.,22.06.15 09:06,22.06.15 09:37,Wabern - Wankdorf Bahnhof
Polizei_Feuerwehr_Sanitaet,360,Montag,21,verylow,2015,6,22.06.15,12,Polizei und Rettung,Stoerung,Auf der Linie 12 ist infolge eines Feuerwehreinsatzes in der Marktgasse mit unregelmaessigem Betrieb zu rechnen.,22.06.15 09:17,22.06.15 09:38,Längasse - Zentrum Paul Klee
Polizei_Feuerwehr_Sanitaet,361,Montag,21,verylow,2015,6,22.06.15,12,Polizei und Rettung,Stoerung,Auf der Linie 12 ist infolge eines Feuerwehreinsatzes in der Marktgasse mit unregelmaessigem Betrieb zu rechnen.,22.06.15 09:17,22.06.15 09:38,Längasse - Zentrum Paul Klee
Bauarbeiten,362,Montag,45,low,2015,6,22.06.15,10,Bauarbeiten,Stoerung,Auf der Linie 10 ist infolge Belagsarbeiten zwischen Koeniz Schliern und Koeniz Schloss auf der gesamten Linie mit unregelmaessigem Betrieb zu rechnen.,22.06.15 11:34,22.06.15 12:19,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,363,Montag,115,low,2015,6,22.06.15,17,Verkehrsueberlastung,Stoerung,Auf der Linie 17 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 22.06.2015 ca. 19:00 Uhr.,22.06.15 17:34,22.06.15 19:28,Bern Bahnhof - Köniz Weiermatt
Bauarbeiten,364,Montag,235,medium,2015,6,22.06.15,10,Bauarbeiten,Stoerung,Auf der Linie 10 ist infolge Belagsarbeiten zwischen Koeniz Schliern und Koeniz Schloss auf der gesamten Linie mit unregelmaessigem Betrieb zu rechnen.,22.06.15 17:12,22.06.15 21:06,Köniz Schliern - Ostermundigen Rüti
Bauarbeiten,365,Dienstag,135,medium,2015,6,23.06.15,10,Bauarbeiten,Geplante Stoerung,23.06.2015 16:44 Uhr: Auf der Linie 10 ist infolge Belagsarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,23.06.15 16:45,23.06.15 19:00,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,366,Dienstag,48,low,2015,6,23.06.15,11,Verkehrsueberlastung,Geplante Stoerung,23.06.2015 18:11 Uhr: Auf der Linie 11 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.06.15 18:11,23.06.15 18:59,Holligen - Neufeld P+R
Verkehrsueberlastung,367,Dienstag,48,low,2015,6,23.06.15,11,Verkehrsueberlastung,Geplante Stoerung,23.06.2015 18:11 Uhr: Auf der Linie 11 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,23.06.15 18:11,23.06.15 18:59,Holligen - Neufeld P+R
Verkehrsunfall,368,Donnerstag,45,low,2015,6,25.06.15,6,Verkehrsunfall,Stoerung,Auf der Linie 6 ist infolge eines Verkehrsunfalls mit unregelmaessigem Betrieb zu rechnen.,25.06.15 17:41,25.06.15 18:25,Fischermätteli - Worb Dorf
